,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
12886,christmas,dada,gon,together,unwrap,and,nice,gonna,treasure,better,comes,we,the,when,so,baby,be,maybecause,comeslalala,waitbecause,mistletoeand,dadada,dismaybecause,love,than,prayand,comesoh,comesand,comesbut,hmmand,this,comesit,ever,oneand,our,get,reigns,jingle,many,rejoice,because,reminisce,wait,enough,lasts,savior,worries,one,celebrate,time
12887,million,her,re,someday,you,one,wish,distance,she,could,work,herall,the,babe,smeared,tell,in,never,gonna,going,even,begun,out,look,somedayall,waybrian,wayhowie,storyi,waynick,millionhowie,fraps,looks,my,clothes,arejust,aj,hair,it,oh,wiping,broken,smile,throws,anymorei,door,wayyou,sun,wakes,serving,screams
12889,head,full,landed,miracles,spoken,ve,dreams,of,streamsand,dreamsit,birdsand,meanoh,dreamswith,oha,conference,bewhen,wordsi,sing,you,think,dreamsi,work,open,thirst,handed,hadn,ordinary,hunger,windows,the,what,where,with,just,it,been,for,want,are,at,oh,seems,there,broken,get,got,now,love,seen,true
12891,alright,gonna,hey,re,be,yeah,we,decidedwe,alrightbaby,baby,tears,gon,ooooh,gotta,mind,them,oh,you,somehow,dayswe,come,thingwe,make,alrightwe,ah,don,go,all,up,just,know,is,thing,daylight,motion,your,finding,battle,little,of,midnight,every,golden,shadows,lead,worry,whoa,and,seem,slow
12892,work,round,out,shout,baby,here,honey,moving,and,rock,mama,on,it,floor,wobble,we,backbone,workout,you,now,shuffle,move,swinging,cha,stop,the,natural,heading,jumped,hip,plain,lets,to,flip,re,more,some,band,fact,jump,don,know,right,huh,come,yeah,your,party,fear,let
12893,extraterrestrial,ki,ta,supernatural,alien,abduction,infect,kiss,your,me,foreign,ready,you,touch,victim,poison,re,boy,dimension,an,nother,fill,take,different,wanna,with,be,so,lead,transcendental,magnetizing,wavelength,hypnotizing,futuristic,stun,vibrate,supersonic,cosmic,dna,open,laser,whole,and,glowing,light,for,it,into,level,floating
12894,emotion,fantasy,this,me,could,dream,do,feel,ten,feet,and,about,you,forget,with,that,all,we,it,flower,not,growing,tall,turn,am,tormented,wall,babe,your,hot,wonder,revealing,won,lights,the,in,until,tequila,right,hit,toss,boy,stop,let,head,better,nothing,kisses,weather,paint
12896,lifetime,moment,people,wait,happening,some,this,search,for,like,believe,forever,special,kiss,oh,thiscould,thissome,sharea,momentlike,thiseverything,awakecan,nowa,me,mesome,that,you,can,tell,it,cherish,agree,one,tender,remains,changes,greatest,love,to,would,explain,beauty,dreaming,almost,we,so,be,meant,all,met,catch
12897,genuinely,cunning,miserable,whoa,stunning,songs,we,the,whoalove,re,stomp,shake,disaster,of,singing,wivestake,fawns,whoawe,sharpening,mockingbirds,yawns,stunningwhoa,for,lawns,selves,postcards,tipper,blistered,lips,moon,soon,beens,husbands,lush,sips,cliffs,headaches,so,town,robbing,former,avalanche,hunter,sour,cradle,wetter,banks,relationships,knives,blinding
12898,christmas,white,may,christmases,dreaming,merry,card,write,bright,treetops,glisten,days,sleigh,be,your,bells,and,every,snow,children,ones,of,listen,used,with,the,hear,all,where,to,like,just,know,in,playfulness,players,playersee,playful,00,playgrounds,playhell,playhonest,playif,playin,playing,playingpush,playingrococo,playingthere,playit,playground
12900,sometime,plan,you,soonlife,make,to,love,owe,short,me,askwill,soonyou,soonfirst,soonwhen,thatsome,haveand,buy,thatdo,scheming,ferris,pyramids,will,is,idea,lovely,foot,wheel,too,sell,don,shoot,death,grow,whatever,want,rich,fool,moon,cool,the,soon,doesn,straight,get,ride,ask,heard,lose,door,young
12903,ahead,straight,baby,pushing,on,pass,hi,you,it,reality,to,hello,the,keep,they,alone,gotta,organize,what,of,give,and,lot,friend,by,peoples,stand,heard,communication,whole,coming,side,practice,preach,make,have,so,don,is,winds,screamin,again,things,got,love,grave,blowing,freedom,short,wife
12904,surrender,you,armour,me,sweet,fall,free,my,harder,in,flag,defences,darkest,now,wrapped,saved,alright,hours,white,got,off,re,stay,take,when,cellar,ledge,help,out,love,chained,tell,will,echoes,feel,choosing,failure,like,myself,shelter,pushed,cause,destroy,try,even,built,anyway,shame,so,kept
12906,rainbowland,livin,ooh,hue,lyin,rainbows,hand,you,in,together,we,shine,where,miley,every,and,color,hate,are,cd,singing,start,going,here,things,on,be,it,let,through,the,dollywood,can,nice,this,oh,scrambled,said,cassette,fine,hurt,nashville,go,structure,think,anyhow,forever,if,judgment,tech
12908,azãºcar,dame,blanca,morena,de,azukita,plo,yankee,tres,daddy,dos,una,aoki,zãºcar,hueh,su,pa,sube,niã,masivo,elvis,bonita,multitudes,crespo,drop,la,steve,da,que,buscan,voluntaria,cres,dy,party,darle,pre,se,el,oh,po,algo,tiene,soy,al,como,tu,rrra,bacanos,azãºca,blanquita
12910,manor,be,wanna,planner,pigs,ended,the,visitafter,peeed,manorwanna,huntington,restdave,jerri,mewanna,great,foundif,perfumei,no,slob,nightly,spotted,crabs,unemployment,filth,sniff,you,busting,can,subject,upstairs,door,dragged,spreading,female,dishes,nightmares,whore,to,abuse,place,involved,scary,beer,it,fish,excuse,find,opened,passing,he
12913,stay,finally,vie,while,worries,est,lame,plenty,baby,with,flight,think,trees,me,got,ll,cut,ah,weather,la,behind,free,us,feeling,for,the,night,life,toei,never,my,out,seen,skipping,no,meit,vvs,cracks,lots,nothing,on,dawn,chasing,ain,makin,cash,leaving,yet,all,low
12914,recover,your,coals,hey,let,release,soul,fortune,relax,drag,across,save,feet,now,stopped,and,heart,told,tatteredmaybe,matterspare,soullazy,soulspare,burningspare,losing,find,the,love,you,gain,have,don,oh,sunset,but,sinking,it,go,torn,battle,world,pieces,turning,missing,tear,be,can,clear,perfect,air,matter
12916,chelsea,rodgers,model,her,poured,rocked,she,rolled,juicy,bottle,save,kept,tears,ahead,them,was,to,soulcome,soulchelsea,really,juice,dunno,body,shake,go,come,out,in,up,liked,like,on,but,and,ghost,onchelsea,moveshake,nowchelsea,soulask,chelseano,bceand,soultry,bragger,chelseachelsea,onnext,carechelsea,juicechelsea,coasthollywood,chelseamake,moving
12917,you,complex,know,to,direction,it,don,lot,never,harder,just,show,new,things,reciprocate,that,gonna,goes,martyr,got,any,bait,need,way,make,motor,25,so,the,ve,not,go,long,pushing,20,why,re,happen,me,supposed,tell,push,takes,use,of,alive,doesn,down,la,car
12918,escondite,al,jugar,de,forma,uno,mi,es,diez,inglã,puedas,escondo,tu,dos,serã,una,donde,verme,del,mente,el,amarro,suertecuenta,complot,engorda,objeto,sbã,burguã,hechos,perdiciã³n,sofã,causa,todo,deseos,piernas,buena,lo,rico,vez,la,tus,para,un,te,que,empata,fascinaciã³n,dicte,sno,scuenta
12919,liberdade,capoeira,preciso,noite,se,que,um,violã,bandeira,defendãª,grita,desfilando,enluarada,passageira,viola,companheira,cantando,espada,canã,porta,levanta,prã,vã,canta,vou,tem,paz,eu,de,sabe,mã,campo,esperanã,vinganã,louva,hino,sertã,liberdadequem,fere,luta,danã,cidade,morte,pelo,terra,faz,guerra,uma,samba,la
12921,dreamed,it,started,need,keeper,goes,slow,time,tells,deeper,browsing,sad,really,to,you,we,re,get,couldn,any,all,let,remembering,and,can,something,out,of,by,there,could,me,buy,hot,had,making,hide,go,no,like,that,habit,stop,kickin,static,be,new,pace,touching,draw
12925,hoes,murcielago,money,the,turn,up,when,doors,soul,nigga,burn,pray,and,god,he,guiding,go,my,know,khaled,uh,top,let,brand,with,fuck,fall,gone,it,now,blaat,shoota,you,born,all,condos,mohamed,revolvers,down,said,yachts,simmer,but,swish,birdman,ali,fire,coats,die,bo
12926,hymn,sing,love,begins,to,fade,and,heart,eternally,remember,will,secure,grateful,ii,harmony,we,the,should,remain,dreamed,embrace,your,seemed,if,raised,ever,our,you,disappear,had,lived,that,my,day,as,memory,for,known,sea,voice,very,all,goodbye,heaven,arms,each,one,stars,its,blue
12929,himalayan,awayhate,give,don,overthinking,you,your,haze,wrongs,rewind,sins,all,dollars,wash,pour,yesterday,the,endsdo,muchoh,aliveand,nights,pray,drink,contemplation,shambles,spend,lifeoh,overthink,ve,cleaner,more,times,northern,leaders,been,teachers,speakers,like,stop,into,paradise,deeper,wasting,good,smokin,smoking,chasing,won,re,distance
12930,summer,you,losing,tragedies,up,deep,chained,sleep,reminding,talk,18,give,to,fears,too,the,memorable,are,standing,courtyard,years,courtside,mourning,me,in,it,lens,bothered,chemicals,shapes,boy,let,not,frame,everything,hardly,focus,whose,of,why,short,edge,re,loves,weight,like,with,happened,having,men
12931,her,give,money,got,what,you,yeah,smile,make,complicated,hey,music,dance,won,watch,while,it,smileyeah,smileshe,drop,she,preachers,where,velvet,this,preach,take,oh,stacks,not,see,church,freak,super,dollars,stage,so,comin,walls,outside,swear,wouldn,pretty,go,goes,town,saw,name,and,like
12936,yonder,over,look,he,comin,my,babe,armored,powered,draggin,door,tumbling,knockin,beatin,pipe,hittin,notes,violence,they,colder,strings,well,fools,coat,pretending,guitar,her,wearing,guys,path,sittin,blues,around,re,unless,bust,away,devil,closer,peace,come,talkin,you,lord,war,happy,knows,blue,house,now
12937,dip,did,why,you,00,playerplaya,players,playersee,playful,playfulness,playground,playgrounds,playhell,playhonest,playif,playin,playingpush,playero,playingrococo,playingthere,playit,playlet,playlist,playlook,playmakers,playmate,playmates,playnow,playoff,playoffs,playing,playerno,player,playon,plateau,plated,platedand,platei,plates,platetime,platform,platforms,platinum,platinumi,platinumtriple,platoon,platted,playeri,platter,plausible
12939,calentar,quã,tãº,poco,que,ti,te,va,dedicadas,bonitas,tã,eso,llenas,como,esto,cuando,un,palabras,el,dices,eres,gordita,yo,rara,soy,mã,de,para,amor,en,todo,son,los,lo,mi,chiquito,pica,calentareso,hocico,rasca,pico,delincuente,tara,modales,chica,vete,chico,rica,toco,tu
12940,border,the,down,their,livin,on,they,never,there,people,life,singaporeon,orleanson,heyand,iranand,borderyou,borderthey,borderdown,orderi,beenat,iran,singapore,know,ll,orleans,old,millionaire,jackson,show,from,square,in,new,countin,but,serve,plenty,trapped,order,dough,out,prayer,dumb,freedom,busy,re,who,about,ago,within
12941,holding,another,ll,find,to,stay,try,toughen,placeand,waybut,can,thereand,repair,until,stayi,on,wait,best,trying,you,gone,never,really,not,swallow,pride,lift,belong,for,but,learn,way,want,seem,time,doing,my,move,days,maybe,re,up,and,wrong,stop,even,these,only,tell,right
12942,00,player,playeri,playerno,playero,playerplaya,players,playersee,playful,playfulness,playground,playgrounds,playhell,playhonest,playif,playin,playing,playingpush,playingrococo,playingthere,playit,playlet,playlist,playlook,playmakers,playmate,playmates,playnow,played,playoff,playboywhoa,playboy,plata,plate,plateadas,plateau,plated,platedand,platei,plates,platetime,platform,platforms,platinum,platinumi,platinumtriple,platoon,platted,platter,plause
12943,head,zone,shots,closed,near,shot,take,my,it,damn,to,two,excuses,gone,got,eyes,the,scared,about,she,fucked,you,in,tunechi,don,fly,gon,one,yeh,no,apologies,reputation,pussy,might,real,be,lot,girl,cream,nigga,think,and,then,ran,tell,now,pop,rejuvenated,molla,apologiesyo
12946,heaven,happens,nothing,place,where,ever,is,exciting,the,exactly,imagine,bar,there,time,play,could,gardenia,harper,janis,jimmie,drifts,edward,it,they,blue,everybody,will,piano,to,same,sings,neon,be,hard,drifting,familiar,plays,shines,again,player,over,her,blues,stage,band,faces,small,leaves,lady,favorite
12948,you,want,foot,re,think,step,what,standing,on,to,that,oh,squeeze,do,hurting,spinning,ok,ahead,be,way,holding,apart,cause,fine,my,go,ll,me,free,mine,other,break,walk,with,the,left,inside,head,everything,all,of,day,heart,in,it,and,have,one,see,but
12949,nigga,yeah,shoot,pull,dragon,some,twelve,shit,trunk,action,pop,candy,that,motherfucker,like,coupe,ridin,you,city,slobber,jawbreaker,bet,taste,gobstopper,know,horrified,boy,bite,ready,up,petrified,round,blacked,alligator,alibi,everlasting,flavor,cock,leave,better,wipe,extra,white,your,the,girl,in,eyes,everybody,look
12950,one,putting,the,sometime,sending,love,who,there,unthinkable,allies,always,coldest,my,believe,cared,something,down,with,missing,unlovable,all,her,stuttering,you,yeah,that,lost,did,can,cruel,would,staring,about,memories,for,and,star,on,do,sometimes,in,sky,re,to,so,alone,but,world,heart,me
12952,love,forgot,you,chorus,halfway,figured,now,pre,to,it,around,finally,out,already,town,since,late,minutes,would,seven,turn,how,newfound,little,verse,past,stings,too,if,care,been,clearer,of,came,back,reminds,lost,we,the,know,parking,oh,let,down,even,deeper,sink,kissed,dropped,mmm
12953,asleep,fall,til,think,decisions,worlds,airwaves,opinions,bad,visions,scare,choices,we,apart,re,victim,sometimes,feel,start,news,play,part,they,ve,making,to,where,help,guess,until,trying,competition,change,another,don,know,facts,even,things,on,good,vision,day,some,like,been,losing,feelings,way,all
12954,you,sometimes,it,don,mirror,the,own,to,make,can,when,let,me,need,and,pick,re,have,reason,opera,we,phone,look,listen,sing,alike,fight,punches,alone,know,in,hard,hear,go,your,on,now,weren,stuff,tough,that,up,fake,telling,sick,along,everyone,doesn,alright,lot
12955,bitch,hard,it,for,herefor,tits,out,balls,you,pair,injustice,here,hu,anyway,to,ahead,grow,say,find,promises,forget,them,and,words,cause,not,ll,the,herebitch,bitchinequality,misunderstoodsometimes,herea,owndon,objectifies,brainif,pacesometimes,probably,should,inequality,detect,your,awaysometimes,trust,good,sarcasm,talking,uh,hereif,bragging,about
12958,nigga,niggas,shit,street,up,too,bitched,stranglin,gangbangers,flamin,knockoff,gangbangin,grinded,they,the,ain,claimin,hood,everybody,to,whack,switched,bitch,bangin,undercover,with,my,rubber,and,solid,smart,can,serve,player,rapper,hangin,pistol,famous,ridin,bags,chains,him,in,ran,on,boy,kinda,everyday,money,nowhere
12959,gone,we,care,reason,us,once,don,girl,bad,forever,foreverwe,good,left,home,the,at,treat,best,her,and,learn,goes,you,solo,be,die,won,cause,dress,believe,got,cakeeasy,friendeasy,foreverhe,aloneeasy,victimpatrã³n,moving,better,to,boys,he,go,ask,flock,telly,all,right,on,chicks,how
12961,ooh,you,said,no,all,for,it,so,long,was,na,played,care,bruises,scared,meet,foolish,damn,game,our,know,drug,re,rush,time,through,singing,leave,really,again,instructed,accidental,over,blood,kneeling,ve,look,doing,gonna,is,arrows,think,touch,love,your,forgiven,hands,temple,powers,ambition
12962,feel,weak,knees,offrered,but,anything,lie,feels,floods,overwhelmed,doomed,damned,shattered,inside,solid,nothing,and,lucky,box,my,more,scene,heavy,doubt,so,keeps,thoughts,can,empty,gets,ground,down,set,feet,broken,its,dead,do,sometimes,days,real,going,know,turn,head,than,your,around,some,keep
12963,wanna,wake,hot,distill,lie,dreamsi,dreams,streams,rise,fork,write,want,dance,another,streami,babehot,chanceto,nightmarei,dividei,womani,follow,babe,take,find,airi,from,mindand,chance,truei,still,threats,timeand,champion,eyesi,daydream,and,to,divide,youoh,promises,of,beside,through,be,you,your,black,someone,all,my
12965,knows,her,she,waiting,it,heri,nightshe,againbut,sometimes,got,blinking,right,side,been,tonighti,kicked,but,palm,finding,love,exactly,my,glad,loves,quick,life,answer,just,so,treat,spent,waste,yours,finally,to,lips,cool,apart,ve,miss,since,move,body,many,whole,because,far,days,close,someone
12966,nigga,wish,would,niggas,you,came,usi,play,thou,the,guess,year,try,fucking,how,be,reppin,god,we,yo,ass,got,shall,these,gon,pills,poppin,ya,up,they,still,your,not,to,believe,shit,decoded,hunh,unnoticedi,roguish,usmy,alphabetical,dozing,traumatic,cvs,ringside,kids,in,quoting,promoters
12967,ay,down,hey,they,hold,yeah,feel,niggas,on,floor,it,get,up,face,all,gon,take,day,mad,the,you,wanna,play,flex,home,stones,putting,and,motherfucker,every,games,takin,shots,me,working,faith,don,fade,feelings,want,to,swear,throw,girls,see,talking,making,town,pain,getting
12969,clouds,loving,come,down,from,you,long,too,so,been,ve,youre,sky,when,high,fall,the,on,me,break,won,think,re,don,for,playingthere,playmates,playful,playfulness,playground,playgrounds,playhell,playhonest,playmate,playif,playin,playing,playlook,playlist,playlet,playingpush,playersee,playit,playingrococo,playmakers,players,playboywhoa,playero,plates,platetime
12970,she,one,the,insincere,her,but,happier,shallow,how,and,compromise,thief,call,never,time,stays,swallow,recognize,ll,cruel,arm,pride,strange,tell,be,perfect,along,cause,that,fight,guess,though,friends,true,name,talk,just,gone,new,hear,can,long,things,every,my,more,only,night,think,away
12972,run,come,better,comes,me,what,came,to,believe,before,than,things,you,oh,see,do,is,all,in,and,the,playit,playnow,playgrounds,playhell,playhonest,playmates,playmate,playlook,playlet,playif,playin,playing,playingpush,playlist,playingthere,playmakers,playingrococo,playful,playfulness,platetime,platform,platforms,platinum,platinumi,platinumtriple,platoon,platted,platter,plause
12973,forgot,she,remember,history,shame,her,to,left,me,as,dead,forget,ester,should,better,letra,gracias,on,off,enrique,trance,in,waved,melted,feel,colored,whispered,protection,glance,stranded,my,scent,gone,be,esta,herself,ve,disguise,paradise,direction,frozen,moments,burned,and,onto,moved,wrapped,faded,beyond,sweat
12974,or,last,never,alive,now,day,alivenow,the,bright,nights,most,adolescence,lights,forever,it,into,dangerous,always,within,aliverun,youngrun,alivepromises,dangerousrun,alivebottled,forbidden,essence,affair,up,and,drowning,twisted,waking,bottom,arms,air,in,young,re,run,we,night,feel,are,love,is,your,you,playnow,playingrococo,playoff
12975,pride,lean,lip,contusions,lion,moving,bruised,cut,keep,my,on,chorus,rim,though,ll,rust,mind,face,pre,am,anyway,tongue,drink,isn,at,know,blood,well,all,decide,don,verse,oh,around,is,of,trying,want,might,abuse,going,even,outro,what,as,it,bridge,back,if,the
12976,everything,will,middle,just,takes,fine,ride,you,be,right,all,girl,little,re,some,yourself,the,bitter,best,your,time,in,worry,left,looked,write,rightwhoo,yet,hearts,elseit,righthey,rightit,awayit,don,do,it,hey,of,own,feel,enough,themselves,try,head,on,guitar,out,off,solo,good
12979,real,pinocchio,wise,boy,men,the,find,to,you,no,say,story,sees,and,was,fame,out,life,that,is,does,kanye,sacrifice,flashing,left,be,x3,for,ought,there,could,figured,goes,ask,fault,everybody,chasing,they,what,tonight,one,tv,laugh,boyits,wheres,lightsthere,gepetto,doughs,aboutdo,feel
12980,where,did,child,hounds,go,the,light,ave,chaos,problem,help,mary,think,me,still,effects,devil,you,mad,we,darkest,around,hour,got,gone,be,revving,bomber,kill,of,world,fast,that,is,about,to,comes,motorcycle,if,engines,tokyo,student,matches,tell,need,houston,side,cape,plot,how
12981,you,gave,anymore,stole,couldn,hate,built,we,it,walked,meant,can,matter,but,best,watch,what,looking,away,fall,the,how,and,triedwell,your,nothing,lifejust,find,drains,doesn,tryi,give,deafening,to,need,mebut,of,chased,drives,slips,so,at,me,try,frame,burned,person,that,no,letting
12982,ya,autograph,ok,together,free,freeit,romance,on,love,chance,come,song,when,dancefreedon,freedon,freeeverybody,dancefree,dancefreeeverybody,armcool,everbody,onedon,dance,freeyou,stand,in,everybody,feast,take,fall,the,be,can,palm,get,your,and,to,her,feed,with,scream,just,it,right,holding,from,let,that,sing,if
12983,cocaina,call,seagulls,familia,mamacita,them,serve,birds,you,can,like,shit,the,wanna,ysl,migos,people,my,it,girl,gon,plug,don,seen,make,that,some,she,do,fuck,turn,neck,pastors,throttled,venezuela,crocker,up,fucking,ever,crumb,cyrus,pinocchio,miley,easy,advise,ia,talking,mislead,simon,beat
12985,honey,money,mistress,when,delicious,kisses,that,tear,lover,pieces,you,baby,touch,me,sexy,your,expensive,so,enjoy,it,give,weak,and,knees,honeythat,mansionoh,piecesthat,intensivewhen,intensive,deliciousthat,idamn,to,the,happiest,finer,yeahit,islands,jag,trips,yeah,live,gifts,appreciate,oh,toast,candle,tender,coast,champagne,good
12988,betty,bonneville,bad,rock,roll,yeah,she,woo,on,tonightbad,nightyo,looks,ville,bonne,ohgo,gonna,whoah,go,hey,crashed,hopped,tick,worn,steel,heels,leather,boots,and,brick,sittin,coupe,daddy,de,tight,kill,fast,smile,black,whole,young,high,break,can,all,man,her,that,still,night,tell
12989,polarize,help,problems,me,deny,have,better,friends,wanted,denial,where,to,brother,adversary,polarizehelp,problemshelp,stairs,son,we,domingo,out,hiding,deciding,my,singing,be,and,lot,evil,find,those,none,en,ll,deniali,problemswe,problemspolarize,fuegoi,haloi,outmy,separating,disguises,is,splitting,donei,fuego,halo,you,lost,show
12990,hop,renting,ain,scrap,cap,fuck,niggas,ceiling,bentley,nigga,check,bitch,mad,posting,the,maybach,in,online,man,ya,yeah,you,lap,and,with,map,talkin,island,no,cos,finna,it,cop,cappin,trap,das,rap,put,on,wildin,feelings,rich,drive,shootin,got,poppin,young,myself,his,money
12991,how,many,will,again,until,pretend,pass,find,times,dreams,end,you,hold,burn,long,by,tighter,once,love,blinding,surround,me,can,brighter,sober,speed,weather,won,fair,angels,flame,more,lately,memory,closer,fill,clear,drink,of,arms,tears,hide,my,since,friend,room,touch,out,days,true
12992,let,baby,go,don,you,now,gofinally,goodbyegonna,hold,gobaby,plow,tightrope,the,reachin,plant,hand,sacred,me,rainbow,pot,cloud,prayer,walkin,sittin,nine,strength,gonna,view,angel,need,safe,across,lover,feelin,grow,taste,to,promise,moon,wind,blow,say,heaven,gold,ground,down,stars,never,rain,fly
12993,frames,followed,golden,the,light,by,fox,terrible,prepared,was,of,coming,nose,bird,pictures,quite,emanating,into,mewoo,doorframe,scared,chorus,persistent,it,ve,years,anything,she,for,me,seen,hum,roar,popular,pointless,swallowed,ooo,nature,careful,and,her,eyes,around,grew,kitchen,in,life,been,middle,count
12994,anybody,hello,lesser,knowns,broken,alone,is,winters,thrive,promises,care,coldest,there,homes,coastal,hearts,does,out,left,at,do,end,the,for,everything,because,are,hope,this,they,all,seem,ever,like,listen,invent,interstate,unholy,waiting,towns,cents,depression,cave,helpless,unknown,am,bullet,return,of,ourselves
12995,and,pressed,things,it,well,those,against,you,smile,your,anything,feel,coat,that,mine,get,the,could,wear,deodorant,awayslet,tightshe,awhilei,again,anticipated,pick,me,put,up,have,seduction,of,they,aboard,may,headaches,trickle,delayed,don,know,about,ll,handshake,trampoline,stink,running,sample,comb,watch,itand
12996,do,dancing,party,want,cray,you,care,what,alone,stopif,ll,record,wondering,keep,dan,sit,so,don,well,it,damn,till,give,watch,acting,re,think,while,and,going,alonedan,tensionyou,timeaddicted,wantdo,my,put,tired,ah,considering,intervention,being,stalking,crazy,tweet,playground,if,are,say,hug,rude
12997,to,you,voices,telling,foolishness,stand,undo,damage,forgiveness,hear,girl,these,if,decide,give,asking,up,still,searching,case,missing,way,want,goodbye,sorry,say,rest,was,soon,doesn,one,there,may,not,hurt,must,crazy,forget,forever,bring,me,soul,pain,trying,and,just,going,show,the,be
12998,along,you,want,lost,everything,way,be,maybe,to,favorite,sing,song,the,your,dream,used,try,just,re,ll,time,see,and,if,far,with,surround,shelter,x4,jacket,before,laughter,island,stopped,that,where,me,in,silence,almost,peace,anymore,breathe,fell,afraid,rest,down,hurt,once,move
12999,lose,win,wanna,you,that,thought,againi,no,baby,now,don,stronger,this,never,caredon,control,ever,would,know,awaydon,behind,or,to,emptiness,we,was,left,slipping,can,ve,loneliness,again,than,girl,mind,within,beside,could,closer,keeps,burning,losing,whatever,want,moon,fear,reason,my,bring,wish
13000,feeling,deny,there,number,is,you,why,can,looking,in,call,am,through,don,know,get,when,that,me,for,but,your,and,playersee,playground,playfulness,playful,playhonest,playhell,playif,playin,playing,playingpush,playingrococo,playingthere,playit,playlet,playlist,playlook,playmakers,playgrounds,players,00,playero,platetime,platform,platforms,platinum,platinumi,platinumtriple
13002,joe,diamond,his,he,nearly,and,did,rounder,holdings,waggin,chaw,dodger,instrumental7,boys,buddies,fleas,punchin,pay,of,mistreat,studded,starved,cattle,hired,to,the,blankets,carries,jar,corn,process,yonder,jaw,him,meat,texas,string,horses,argue,offer,never,law,drove,now,bread,tellin,saved,give,my,quit
13004,midi,committee,itty,music,bitty,making,spread,word,the,rhythm,world,ooh,for,beat,everybody,sheeps,captains,listen,uh,meadow,excitement,round,central,chilling,yeah,gather,throne,ow,call,cure,long,romance,doctor,hungry,park,starts,quiet,night,where,it,rise,treat,shake,taste,to,rock,street,they,fine,town
13005,everyone,wanna,hero,elseyou,masquerade,deserves,parade,don,be,your,fight,big,elsewhile,elseohso,weekendand,elseso,man,part,chance,walk,protection,with,let,strings,american,go,whisper,some,secrets,me,job,needs,kid,just,buy,holding,dreams,else,maybe,re,like,to,new,things,girl,of,our,her,around,keep
13006,heartbeat,stealing,feel,heart,your,can,said,away,stop,steal,me,she,my,stars,to,awaystop,heartbeatrunning,awayi,running,through,he,re,you,it,girl,we,know,going,don,tryin,moveyou,oooooooooooooo,heartbeati,heartbeatmaybe,awayyeah,thinki,beat,who,saw,where,arei,the,flowing,are,ooo,blink,give,acting,like,dreaming
13007,bounceone,two,bounce,make,it,one,playmate,playeri,playerno,playero,playerplaya,players,playersee,playful,playoff,playfulness,playground,playgrounds,playmates,playhell,playif,player,playing,playnow,playingpush,playingrococo,playingthere,playit,playlet,playlist,playlook,playmakers,playhonest,playin,playboywhoa,playoffs,plateadas,plateau,plated,platedand,platei,plates,platetime,platform,platforms,platinum,platinumi,platinumtriple,platoon,platted
13008,honey,you,ll,never,rather,cry,give,die,no,without,break,live,liei,prove,than,that,heart,chance,all,me,judge,make,deserve,your,quick,darling,walked,lieas,youfrom,goes,lie,once,love,baby,of,way,wrong,to,againi,but,goi,try,smiling,girl,were,nothing,hurting,he,asked,like
13009,on,bitch,v12,ridin,sippin,my,got,phantom,was,pill,jet,nigga,patek,baddest,25,atlanta,designer,deal,ice,codeine,thousand,the,chill,been,all,record,fly,me,near,neck,couple,million,real,shit,this,wanted,matter,ballin,damn,yeah,in,to,when,without,high,bad,as,told,oohnigga,phantomshe
13010,joy,sing,world,nature,the,heaven,lord,singeverybody,receive,let,glory,to,king,sounding,prepare,earth,4x,shout,and,story,savior,his,go,room,her,he,for,repeat,has,him,singsay,worldsing,new,peace,come,singjoy,6x,hosts,every,proclaim,give,triumph,reigns,plains,ll,joyful,floods,heart,everybody,tell
13011,biddly,dutchie,bum,pon,side,hand,the,left,music,pass,say,food,me,prance,does,done,jump,make,give,it,go,feel,and,rock,dum,dance,on,how,listen,you,got,drummer,no,when,stereo,bass,waist,north,east,west,was,south,shout,really,wind,dreadlocks,jah,so,to,dreads
13013,acid,slow,the,00,playero,playerplaya,players,playersee,playful,playfulness,playground,playgrounds,playhell,playhonest,playif,playin,playing,playingpush,playingrococo,playingthere,playit,playlet,playlist,playlook,playmakers,playmate,playmates,playnow,playoff,playerno,playeri,player,played,plateadas,plateau,plated,platedand,platei,plates,platetime,platform,platforms,platinum,platinumi,platinumtriple,platoon,playoffs,platted,plause,plausible
13014,blackjack,unlucky,hey,quarter,takes,yeah,blamehey,well,lord,onehey,mindhey,man,nickle,tens,every,memy,away,caused,how,dealer,sixteen,borrow,from,one,can,ve,get,sat,twenty,me,almost,it,trouble,mei,be,blind,five,fun,ah,game,now,because,friends,enough,hit,two,myself,with,people,thought
13015,narc,squeal,wrote,you,invited,it,why,tea,who,kill,begin,secret,said,thought,party,ityou,can,feel,how,and,that,bad,tell,optionwhy,squeali,squealbut,squeals,profitwhy,profitwell,tattletale,rati,fink,heywhy,all,stinkin,the,trust,leaky,about,keep,agreed,faucet,to,out,gossip,betrayed,rat,shell,link,did
13016,shadows,dancing,follow,turn,our,every,with,re,we,and,ellipsis,halogen,eclipses,stills,muted,ah,sealed,narrow,absence,shallow,glow,you,shadow,through,feel,how,lips,speak,the,red,see,behind,couldn,comes,sky,care,it,enough,when,real,light,know,is,be,inside,try,nothing,night,too,me
